label,loss_amount,round_number,purchased_coverage,random_number,state,timer_faq_choiceaffectsprice,timer_faq_howitworks,timer_faq_noinsurance,timer_faq_coverage,timer_char7,timer_char6,timer_char5,timer_char4,timer_char3,timer_char2,timer_char1,insurance,WTP,belief,prob,var6,var5,var4,var3,var2,var1,number_entered,result_risk,session.code,treatment,age,gender,smoker,health,exercisedays,exercisehours,insurancehealth,lifeinsurance,riskdriving,riskfinance,risksport,riskjob,riskhealth,risk,final_payoff,HL_switchpoint,HLLF_switchpoint
5d6e570e8c129300166dba20,80.0,1,1.0,36.0,ill,912.0,3392.0,,86.0,183.0,354.0,469.0,894.0,292.0,705.0,1016.0,36.0,60.0,80.0,0.947846340491787,0.0,4.0,0.0,50.0,50.0,1.0,25.0,87.5,gohoxkpv,fullinfo,45.0,1.0,0.0,6.0,0.0,0.0,-1.0,0.0,2.0,4.0,5.0,5.0,5.0,5.0,659.5,6.0,6.0
62e2dbce6972374fdd427048,80.0,1,1.0,2.0,healthy,170.0,1465.0,,153.0,1818.0,284.0,0.0,652.0,212.0,0.0,469.0,2.0,18.0,40.5,0.1418512122873805,10.0,10.0,1.0,0.0,0.0,0.0,10.0,40.0,gohoxkpv,baseline,48.0,0.0,0.0,8.0,4.0,2.0,1.0,0.0,2.0,7.0,8.0,7.0,1.0,5.0,699.0,5.0,5.0
59f604fc9618dc0001d33ccd,80.0,1,0.0,65.0,ill,301.0,895.0,,100.0,,93.0,91.0,101.0,330.0,168.0,560.0,65.0,30.0,40.5,0.2497400330432526,6.0,6.0,1.0,0.0,10.0,0.0,20.0,30.0,gohoxkpv,neginfo,23.0,0.0,0.0,8.0,4.0,2.0,1.0,0.0,7.0,7.0,5.0,3.0,3.0,4.0,435.0,,
61588a883213fd00ccae7c21,80.0,1,0.0,40.0,ill,311.0,142.0,,67.0,,350.0,80.0,294.0,100.0,146.0,939.0,40.0,18.0,42.0,0.9758729199833392,0.0,0.0,0.0,60.0,60.0,1.0,50.0,125.0,gohoxkpv,posinfo,29.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,5.0,9.0,7.0,10.0,4.0,7.0,585.0,4.0,3.0
5ba42e35984ec30001c6018d,60.0,1,1.0,5.0,healthy,242.0,1360.0,,68.0,501.0,578.0,521.0,446.0,230.0,1084.0,636.0,5.0,20.0,45.75,0.1418512122873805,10.0,10.0,1.0,0.0,0.0,0.0,25.0,25.0,gohoxkpv,baseline,43.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,6.0,2.0,3.0,8.0,7.0,6.0,669.0,6.0,7.0
59dd90f6e75b450001a68dac,80.0,2,0.0,41.0,healthy,0.0,0.0,,0.0,,429.0,603.0,291.0,416.0,649.0,180.0,41.0,9.0,31.0,0.2748806322619321,9.0,9.0,1.0,0.0,3.0,0.0,0.0,50.0,gohoxkpv,varinfo,35.0,1.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,7.0,2.0,0.0,6.0,6.0,451.0,6.0,4.0
5ee0edcb962eba464f486b40,20.0,2,1.0,8.0,healthy,0.0,0.0,,0.0,290.0,0.0,0.0,118.0,118.0,45.0,149.0,8.0,8.0,41.0,0.7026605334833871,0.0,0.0,0.0,11.0,11.0,1.0,5.0,57.5,gohoxkpv,baseline,64.0,0.0,0.0,7.0,2.0,20.0,1.0,0.0,2.0,3.0,4.0,4.0,3.0,3.0,562.5,,
5e9d6cc45c16f00273b05f93,60.0,2,0.0,45.0,healthy,68.0,118.0,,42.0,378.0,91.0,188.0,76.0,53.0,73.0,484.0,45.0,11.0,31.25,0.3186463772015256,10.0,10.0,1.0,0.0,11.0,0.0,10.0,40.0,gohoxkpv,fullinfo,21.0,1.0,1.0,6.0,2.0,2.0,0.0,1.0,4.0,6.0,6.0,7.0,5.0,7.0,759.0,,
5c4a061161db8c00015e4fb0,40.0,2,0.0,28.0,ill,107.0,59.0,,79.0,,107.0,334.0,468.0,178.0,142.0,363.0,28.0,10.0,30.0,0.9723372946270248,0.0,1.006333,0.0,57.0,57.0,1.0,50.0,125.0,gohoxkpv,neginfo,45.0,1.0,0.0,6.0,5.0,1.0,0.0,1.0,0.0,6.0,7.0,1.0,0.0,6.0,606.0,4.0,
5f0a414ff08fe631710e3ce8,40.0,2,0.0,6.0,healthy,61.0,0.0,,107.0,,111.0,403.0,98.0,80.0,160.0,149.0,6.0,5.0,12.0,0.2314753600944282,10.0,10.0,1.0,0.0,0.0,0.0,0.2,50.3,gohoxkpv,posinfo,41.0,0.0,0.0,7.0,2.0,1.0,1.0,0.0,3.0,5.0,5.0,5.0,3.0,4.0,394.3,6.0,9.0
5e170347afb7a7011c36d842,20.0,2,1.0,1.0,ill,224.0,0.0,,0.0,,50.0,74.0,448.0,142.0,88.0,246.0,1.0,10.0,40.0,0.3186463772015256,10.0,10.0,1.0,0.0,11.0,0.0,16.0,74.0,gohoxkpv,fullinfo,62.0,0.0,0.0,8.0,4.0,1.5,0.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,564.0,8.0,8.0
59f3a778b47dfc0001b65cf9,80.0,2,1.0,28.0,ill,0.0,0.0,,,72.0,32.0,30.0,47.0,61.0,113.0,106.0,28.0,40.0,80.0,0.7026605334833871,0.0,0.0,0.0,11.0,11.0,1.0,25.0,87.5,gohoxkpv,baseline,30.0,0.0,0.0,8.0,5.0,1.0,1.0,0.0,2.0,8.0,8.0,7.0,1.0,7.0,669.5,6.0,0.0
5f919274b5383b00096b0295,40.0,2,0.0,21.0,healthy,,,,,,1.0,28.0,287.0,177.0,47.0,139.0,21.0,18.0,29.75,0.2748806322619321,9.0,9.0,1.0,0.0,3.0,0.0,35.0,15.0,gohoxkpv,varinfo,30.0,1.0,0.0,7.0,2.0,0.6,1.0,0.0,5.0,7.0,7.0,6.0,1.0,6.0,436.0,8.0,9.0
5eadaff848b26f4483ae62d9,40.0,2,0.0,17.0,healthy,32.0,28.0,,56.0,,33.0,78.0,23.0,25.0,27.0,57.0,17.0,15.0,25.0,0.2314753600944282,10.0,10.0,1.0,0.0,0.0,0.0,50.0,0.0,gohoxkpv,posinfo,41.0,0.0,1.0,6.0,4.0,7.5,1.0,1.0,2.0,4.0,7.0,6.0,3.0,4.0,442.0,9.0,9.0
5c1da6adaaf13200014292cc,60.0,2,1.0,29.0,ill,0.0,20.0,,0.0,,984.0,1191.0,517.0,128.0,220.0,395.0,29.0,30.0,31.0,0.2748806322619321,9.0,9.0,1.0,0.0,3.0,0.0,50.0,0.0,gohoxkpv,varinfo,32.0,0.0,0.0,7.0,2.0,1.0,1.0,0.0,0.0,10.0,5.0,5.0,2.0,5.0,561.0,9.0,9.0
5d6e570e8c129300166dba20,20.0,2,1.0,2.0,healthy,120.0,399.0,,159.0,583.0,62.0,153.0,119.0,103.0,232.0,155.0,2.0,7.0,30.0,0.3186463772015256,10.0,10.0,1.0,0.0,11.0,0.0,25.0,87.5,gohoxkpv,fullinfo,45.0,1.0,0.0,6.0,0.0,0.0,-1.0,0.0,2.0,4.0,5.0,5.0,5.0,5.0,659.5,6.0,6.0
62e2dbce6972374fdd427048,60.0,2,1.0,6.0,ill,0.0,0.0,,,109.0,326.0,212.0,298.0,694.0,1167.0,255.0,6.0,10.0,10.75,0.7026605334833871,0.0,0.0,0.0,11.0,11.0,1.0,10.0,40.0,gohoxkpv,baseline,48.0,0.0,0.0,8.0,4.0,2.0,1.0,0.0,2.0,7.0,8.0,7.0,1.0,5.0,699.0,5.0,5.0
59f604fc9618dc0001d33ccd,20.0,2,1.0,5.0,ill,,,,,,29.0,26.0,20.0,68.0,51.0,20.0,5.0,20.0,60.0,0.9723372946270248,0.0,1.006333,0.0,57.0,57.0,1.0,20.0,30.0,gohoxkpv,neginfo,23.0,0.0,0.0,8.0,4.0,2.0,1.0,0.0,7.0,7.0,5.0,3.0,3.0,4.0,435.0,,
61588a883213fd00ccae7c21,40.0,2,0.0,9.0,healthy,0.0,,,0.0,,67.0,55.0,105.0,88.0,184.0,409.0,9.0,0.0,57.0,0.2314753600944282,10.0,10.0,1.0,0.0,0.0,0.0,50.0,125.0,gohoxkpv,posinfo,29.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,5.0,9.0,7.0,10.0,4.0,7.0,585.0,4.0,3.0
5ba42e35984ec30001c6018d,100.0,2,1.0,1.0,healthy,42.0,189.0,,85.0,,60.0,172.0,136.0,289.0,274.0,212.0,1.0,20.0,50.0,0.7026605334833871,0.0,0.0,0.0,11.0,11.0,1.0,25.0,25.0,gohoxkpv,baseline,43.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,6.0,2.0,3.0,8.0,7.0,6.0,669.0,6.0,7.0
59dd90f6e75b450001a68dac,40.0,3,1.0,10.0,healthy,0.0,0.0,,0.0,,217.0,182.0,189.0,482.0,335.0,79.0,10.0,13.0,47.5,0.365864494822518,5.0,5.0,1.0,0.0,25.0,0.0,0.0,50.0,gohoxkpv,varinfo,35.0,1.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,7.0,2.0,0.0,6.0,6.0,451.0,6.0,4.0
5ee0edcb962eba464f486b40,100.0,3,0.0,75.0,healthy,0.0,0.0,,,,,,,,,,75.0,60.0,48.75,0.2017344384300983,7.3274504,7.3274504,1.0,0.0,7.0,0.0,5.0,57.5,gohoxkpv,baseline,64.0,0.0,0.0,7.0,2.0,20.0,1.0,0.0,2.0,3.0,4.0,4.0,3.0,3.0,562.5,,
5e9d6cc45c16f00273b05f93,40.0,3,1.0,4.0,ill,52.0,542.0,,38.0,119.0,35.0,47.0,32.0,60.0,269.0,102.0,4.0,11.0,89.75,0.895668641738687,0.0,5.0,0.0,35.0,35.0,1.0,10.0,40.0,gohoxkpv,fullinfo,21.0,1.0,1.0,6.0,2.0,2.0,0.0,1.0,4.0,6.0,6.0,7.0,5.0,7.0,759.0,,
5c4a061161db8c00015e4fb0,80.0,3,1.0,43.0,ill,166.0,0.0,,,,969.0,106.0,228.0,160.0,57.0,66.0,43.0,50.0,50.0,0.4476921253534467,6.0,6.0,1.0,0.0,52.0,0.0,50.0,125.0,gohoxkpv,neginfo,45.0,1.0,0.0,6.0,5.0,1.0,0.0,1.0,0.0,6.0,7.0,1.0,0.0,6.0,606.0,4.0,
5f0a414ff08fe631710e3ce8,80.0,3,0.0,58.0,ill,0.0,0.0,,32.0,,106.0,148.0,154.0,193.0,196.0,147.0,58.0,36.0,25.5,0.5890403754397721,0.0,4.0,0.0,8.0,8.0,1.0,0.2,50.3,gohoxkpv,posinfo,41.0,0.0,0.0,7.0,2.0,1.0,1.0,0.0,3.0,5.0,5.0,5.0,3.0,4.0,394.3,6.0,9.0
5e170347afb7a7011c36d842,100.0,3,0.0,48.0,ill,62.0,,,,,,,,,0.0,0.0,48.0,25.0,40.0,0.895668641738687,0.0,5.0,0.0,35.0,35.0,1.0,16.0,74.0,gohoxkpv,fullinfo,62.0,0.0,0.0,8.0,4.0,1.5,0.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,564.0,8.0,8.0
59f3a778b47dfc0001b65cf9,100.0,3,1.0,47.0,healthy,0.0,0.0,,0.0,0.0,65.0,33.0,32.0,38.0,62.0,108.0,47.0,50.0,33.5,0.2017344384300983,7.3274504,7.3274504,1.0,0.0,7.0,0.0,25.0,87.5,gohoxkpv,baseline,30.0,0.0,0.0,8.0,5.0,1.0,1.0,0.0,2.0,8.0,8.0,7.0,1.0,7.0,669.5,6.0,0.0
5f919274b5383b00096b0295,20.0,3,1.0,5.0,healthy,,,,,,,28.0,104.0,36.0,,0.0,5.0,11.0,15.25,0.365864494822518,5.0,5.0,1.0,0.0,25.0,0.0,35.0,15.0,gohoxkpv,varinfo,30.0,1.0,0.0,7.0,2.0,0.6,1.0,0.0,5.0,7.0,7.0,6.0,1.0,6.0,436.0,8.0,9.0
5eadaff848b26f4483ae62d9,60.0,3,1.0,25.0,ill,0.0,0.0,,,,19.0,4.0,26.0,25.0,18.0,31.0,25.0,30.0,40.0,0.5890403754397721,0.0,4.0,0.0,8.0,8.0,1.0,50.0,0.0,gohoxkpv,posinfo,41.0,0.0,1.0,6.0,4.0,7.5,1.0,1.0,2.0,4.0,7.0,6.0,3.0,4.0,442.0,9.0,9.0
5c1da6adaaf13200014292cc,20.0,3,0.0,17.0,healthy,0.0,,,,,303.0,204.0,682.0,208.0,289.0,145.0,17.0,11.0,58.0,0.365864494822518,5.0,5.0,1.0,0.0,25.0,0.0,50.0,0.0,gohoxkpv,varinfo,32.0,0.0,0.0,7.0,2.0,1.0,1.0,0.0,0.0,10.0,5.0,5.0,2.0,5.0,561.0,9.0,9.0
5d6e570e8c129300166dba20,100.0,3,1.0,26.0,ill,0.0,,,,442.0,395.0,190.0,317.0,270.0,240.0,388.0,26.0,75.0,90.0,0.895668641738687,0.0,5.0,0.0,35.0,35.0,1.0,25.0,87.5,gohoxkpv,fullinfo,45.0,1.0,0.0,6.0,0.0,0.0,-1.0,0.0,2.0,4.0,5.0,5.0,5.0,5.0,659.5,6.0,6.0
62e2dbce6972374fdd427048,40.0,3,0.0,7.0,healthy,0.0,0.0,,0.0,,474.0,565.0,259.0,329.0,573.0,222.0,7.0,6.0,25.25,0.2017344384300983,7.3274504,7.3274504,1.0,0.0,7.0,0.0,10.0,40.0,gohoxkpv,baseline,48.0,0.0,0.0,8.0,4.0,2.0,1.0,0.0,2.0,7.0,8.0,7.0,1.0,5.0,699.0,5.0,5.0
59f604fc9618dc0001d33ccd,60.0,3,1.0,34.0,healthy,40.0,20.0,,,,32.0,69.0,36.0,0.0,75.0,34.0,34.0,40.0,80.0,0.4476921253534467,6.0,6.0,1.0,0.0,52.0,0.0,20.0,30.0,gohoxkpv,neginfo,23.0,0.0,0.0,8.0,4.0,2.0,1.0,0.0,7.0,7.0,5.0,3.0,3.0,4.0,435.0,,
61588a883213fd00ccae7c21,20.0,3,0.0,17.0,healthy,,,,,,62.0,90.0,41.0,173.0,401.0,263.0,17.0,0.0,47.0,0.5890403754397721,0.0,4.0,0.0,8.0,8.0,1.0,50.0,125.0,gohoxkpv,posinfo,29.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,5.0,9.0,7.0,10.0,4.0,7.0,585.0,4.0,3.0
5ba42e35984ec30001c6018d,80.0,3,0.0,57.0,healthy,,,,,0.0,59.0,108.0,66.0,189.0,80.0,118.0,57.0,10.0,30.0,0.2017344384300983,7.3274504,7.3274504,1.0,0.0,7.0,0.0,25.0,25.0,gohoxkpv,baseline,43.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,6.0,2.0,3.0,8.0,7.0,6.0,669.0,6.0,7.0
59dd90f6e75b450001a68dac,20.0,4,0.0,11.0,healthy,0.0,0.0,,0.0,,701.0,204.0,189.0,184.0,324.0,92.0,11.0,5.0,49.0,0.087065898085498,9.0,9.0,1.0,0.0,58.0,0.0,0.0,50.0,gohoxkpv,varinfo,35.0,1.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,7.0,2.0,0.0,6.0,6.0,451.0,6.0,4.0
5ee0edcb962eba464f486b40,80.0,4,0.0,44.0,healthy,0.0,0.0,,,,,,,,,,44.0,35.0,70.5,0.5299640316574626,0.0,1.0,0.0,2.0,2.0,1.0,5.0,57.5,gohoxkpv,baseline,64.0,0.0,0.0,7.0,2.0,20.0,1.0,0.0,2.0,3.0,4.0,4.0,3.0,3.0,562.5,,
5e9d6cc45c16f00273b05f93,80.0,4,0.0,75.0,ill,66.0,194.0,,47.0,100.0,161.0,241.0,142.0,103.0,203.0,185.0,75.0,32.0,18.0,0.1186790938794902,6.0,6.0,1.0,0.0,11.0,0.0,10.0,40.0,gohoxkpv,fullinfo,21.0,1.0,1.0,6.0,2.0,2.0,0.0,1.0,4.0,6.0,6.0,7.0,5.0,7.0,759.0,,
5c4a061161db8c00015e4fb0,20.0,4,0.0,16.0,ill,0.0,0.0,,39.0,,70.0,53.0,272.0,,148.0,94.0,16.0,10.0,10.0,0.9234376842315858,0.0,4.0,0.0,49.0,49.0,1.0,50.0,125.0,gohoxkpv,neginfo,45.0,1.0,0.0,6.0,5.0,1.0,0.0,1.0,0.0,6.0,7.0,1.0,0.0,6.0,606.0,4.0,
5f0a414ff08fe631710e3ce8,20.0,4,1.0,15.0,ill,0.0,0.0,,,,68.0,85.0,0.0,106.0,121.0,81.0,15.0,15.0,34.25,0.8408532717781425,0.0,4.0,0.0,35.243195,35.243195,1.0,0.2,50.3,gohoxkpv,posinfo,41.0,0.0,0.0,7.0,2.0,1.0,1.0,0.0,3.0,5.0,5.0,5.0,3.0,4.0,394.3,6.0,9.0
5e170347afb7a7011c36d842,80.0,4,1.0,2.0,ill,0.0,0.0,,0.0,,,,,,,,2.0,38.0,40.0,0.1186790938794902,6.0,6.0,1.0,0.0,11.0,0.0,16.0,74.0,gohoxkpv,fullinfo,62.0,0.0,0.0,8.0,4.0,1.5,0.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,564.0,8.0,8.0
59f3a778b47dfc0001b65cf9,20.0,4,0.0,14.0,healthy,0.0,0.0,,,,128.0,50.0,51.0,76.0,166.0,78.0,14.0,1.0,61.25,0.5299640316574626,0.0,1.0,0.0,2.0,2.0,1.0,25.0,87.5,gohoxkpv,baseline,30.0,0.0,0.0,8.0,5.0,1.0,1.0,0.0,2.0,8.0,8.0,7.0,1.0,7.0,669.5,6.0,0.0
5f919274b5383b00096b0295,60.0,4,0.0,51.0,ill,,,,,,,,,,,,51.0,20.0,48.5,0.087065898085498,9.0,9.0,1.0,0.0,58.0,0.0,35.0,15.0,gohoxkpv,varinfo,30.0,1.0,0.0,7.0,2.0,0.6,1.0,0.0,5.0,7.0,7.0,6.0,1.0,6.0,436.0,8.0,9.0
5eadaff848b26f4483ae62d9,100.0,4,1.0,39.0,ill,0.0,0.0,,0.0,,30.0,77.0,22.0,35.0,0.0,42.0,39.0,45.0,50.0,0.8408532717781425,0.0,4.0,0.0,35.243195,35.243195,1.0,50.0,0.0,gohoxkpv,posinfo,41.0,0.0,1.0,6.0,4.0,7.5,1.0,1.0,2.0,4.0,7.0,6.0,3.0,4.0,442.0,9.0,9.0
5c1da6adaaf13200014292cc,100.0,4,0.0,74.0,healthy,0.0,0.0,,,,910.0,851.0,328.0,299.0,430.0,121.0,74.0,33.0,34.0,0.087065898085498,9.0,9.0,1.0,0.0,58.0,0.0,50.0,0.0,gohoxkpv,varinfo,32.0,0.0,0.0,7.0,2.0,1.0,1.0,0.0,0.0,10.0,5.0,5.0,2.0,5.0,561.0,9.0,9.0
5d6e570e8c129300166dba20,40.0,4,0.0,33.0,ill,0.0,,,,129.0,90.0,92.0,86.0,67.0,107.0,146.0,33.0,5.0,10.0,0.1186790938794902,6.0,6.0,1.0,0.0,11.0,0.0,25.0,87.5,gohoxkpv,fullinfo,45.0,1.0,0.0,6.0,0.0,0.0,-1.0,0.0,2.0,4.0,5.0,5.0,5.0,5.0,659.5,6.0,6.0
62e2dbce6972374fdd427048,100.0,4,1.0,15.0,ill,0.0,0.0,,,306.0,194.0,228.0,347.0,179.0,170.0,743.0,15.0,29.0,49.5,0.5299640316574626,0.0,1.0,0.0,2.0,2.0,1.0,10.0,40.0,gohoxkpv,baseline,48.0,0.0,0.0,8.0,4.0,2.0,1.0,0.0,2.0,7.0,8.0,7.0,1.0,5.0,699.0,5.0,5.0
59f604fc9618dc0001d33ccd,100.0,4,1.0,21.0,ill,,,,,,14.0,38.0,15.0,40.0,18.0,49.0,21.0,55.0,39.75,0.9234376842315858,0.0,4.0,0.0,49.0,49.0,1.0,20.0,30.0,gohoxkpv,neginfo,23.0,0.0,0.0,8.0,4.0,2.0,1.0,0.0,7.0,7.0,5.0,3.0,3.0,4.0,435.0,,
61588a883213fd00ccae7c21,60.0,4,1.0,12.0,ill,0.0,0.0,,0.0,,41.0,68.0,36.0,235.0,87.0,36.0,12.0,45.0,90.0,0.8408532717781425,0.0,4.0,0.0,35.243195,35.243195,1.0,50.0,125.0,gohoxkpv,posinfo,29.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,5.0,9.0,7.0,10.0,4.0,7.0,585.0,4.0,3.0
5ba42e35984ec30001c6018d,40.0,4,1.0,8.0,healthy,,,,,308.0,46.0,150.0,75.0,282.0,68.0,436.0,8.0,20.0,60.0,0.5299640316574626,0.0,1.0,0.0,2.0,2.0,1.0,25.0,25.0,gohoxkpv,baseline,43.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,6.0,2.0,3.0,8.0,7.0,6.0,669.0,6.0,7.0
59dd90f6e75b450001a68dac,60.0,5,0.0,8.0,ill,0.0,0.0,,,,203.0,293.0,153.0,463.0,536.0,89.0,8.0,3.0,16.5,0.8160781221478272,2.0,2.0,1.0,0.0,20.0,0.0,0.0,50.0,gohoxkpv,varinfo,35.0,1.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,7.0,2.0,0.0,6.0,6.0,451.0,6.0,4.0
5ee0edcb962eba464f486b40,40.0,5,0.0,34.0,healthy,0.0,0.0,,,,,,,0.0,,,34.0,10.0,29.0,0.1245535012120517,10.0,10.0,1.0,0.0,0.0,0.0,5.0,57.5,gohoxkpv,baseline,64.0,0.0,0.0,7.0,2.0,20.0,1.0,0.0,2.0,3.0,4.0,4.0,3.0,3.0,562.5,,
5e9d6cc45c16f00273b05f93,20.0,5,0.0,13.0,healthy,0.0,650.0,,26.0,299.0,80.0,51.0,37.0,58.0,49.0,48.0,13.0,7.0,27.75,0.2788849504892556,10.0,10.0,1.0,0.0,10.0,0.0,10.0,40.0,gohoxkpv,fullinfo,21.0,1.0,1.0,6.0,2.0,2.0,0.0,1.0,4.0,6.0,6.0,7.0,5.0,7.0,759.0,,
5c4a061161db8c00015e4fb0,60.0,5,1.0,5.0,ill,104.0,,,,,125.0,101.0,59.0,133.0,276.0,138.0,5.0,24.0,60.0,0.8115325245806349,5.0,5.0,1.0,13.0,13.0,1.0,50.0,125.0,gohoxkpv,neginfo,45.0,1.0,0.0,6.0,5.0,1.0,0.0,1.0,0.0,6.0,7.0,1.0,0.0,6.0,606.0,4.0,
5f0a414ff08fe631710e3ce8,100.0,5,0.0,72.0,ill,,,,,,127.0,189.0,502.0,102.0,99.0,139.0,72.0,60.0,20.5,0.4689508934067574,10.0,10.0,1.0,8.9743734,8.9743734,1.0,0.2,50.3,gohoxkpv,posinfo,41.0,0.0,0.0,7.0,2.0,1.0,1.0,0.0,3.0,5.0,5.0,5.0,3.0,4.0,394.3,6.0,9.0
5e170347afb7a7011c36d842,60.0,5,1.0,10.0,ill,0.0,0.0,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,40.0,0.2788849504892556,10.0,10.0,1.0,0.0,10.0,0.0,16.0,74.0,gohoxkpv,fullinfo,62.0,0.0,0.0,8.0,4.0,1.5,0.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,564.0,8.0,8.0
